sexo,idade,numero_de_amigos,basquete,futebol_americano,futebol,softbol,voleibol,natacao,animacao,beisebol,tenis,esportes,fofo,danca,banda,marcha,musica,rock,cabelo,vestido,shopping,compras,roupas,nossa_marca,marca_concorrente,bebidas
NE,29,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,25,33,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,30,20,0,0,0,0,0,0,0
M,28,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0
F,27,8,0,10,20,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,10,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,40,0,0,0,0,0,10
M,26,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,26,15,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,39,0,0,0,0,30,10,0,0,0,0,0,10,0,0,10,0,0,0,0,30,0,0,0,0
F,26,9,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0
F,28,11,0,10,0,30,0,0,0,10,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0
F,26,20,20,20,10,20,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
M,26,52,0,0,0,0,0,0,0,0,0,10,0,0,10,0,20,0,10,0,0,0,0,0,0,0
F,25,1,0,0,30,0,0,10,0,0,0,0,0,20,10,0,10,10,0,0,10,10,10,0,0,0
M,25,80,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,10,40,10,0,0,0,20,0,0,0,0,10,0,0,0,0,0,10,20,30,0,0,0,0
F,27,98,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,0,20,0,0,10,0,10,10,0
NE,27,60,0,0,0,0,0,0,0,0,0,0,50,20,10,0,10,0,20,0,20,0,0,10,0,0
F,28,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0
F,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0
F,25,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,98,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,27,25,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
M,26,49,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
F,25,20,20,0,0,0,10,10,30,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,0,0
M,26,4,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,10,0,0,0,0,0,0,0
F,26,1,10,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,10,0,0,0,0,0,0,0
F,26,45,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,0,0
M,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
F,25,28,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,12,0,0,0,0,0,0,10,10,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0
F,26,36,10,0,10,10,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10
F,25,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,20,0,0,0,10,0,0,0,0
F,29,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
M,28,48,0,0,0,0,0,0,0,0,0,0,0,0,70,10,10,0,0,0,10,0,0,0,0,0
M,26,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
F,25,2,10,20,0,0,0,0,0,10,10,10,0,10,10,0,130,0,80,50,10,50,20,30,80,10
NE,27,63,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,16,30,40,0,0,0,0,40,10,0,0,30,40,10,0,0,0,0,0,0,20,0,0,0,0
F,25,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
F,27,47,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0
F,27,31,0,0,10,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0
M,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
F,27,5,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,0,10,0,0,10,10,0,0,20
M,26,23,0,50,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,0,20,0,0,20,10,0,0,20,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0
F,25,0,20,10,0,0,0,10,0,10,0,10,10,0,0,0,0,10,50,0,20,30,20,20,20,0
F,27,11,0,0,0,0,0,0,0,0,50,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
F,27,62,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,10,0,0,0,0
F,26,45,10,0,20,0,0,10,0,0,0,0,10,0,0,0,30,0,0,0,10,10,10,10,10,0
F,27,20,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,0,0,0
F,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,26,0,0,10,0,10,0,0,10,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0
M,27,38,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,26,89,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,20,0,0,0,0
F,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0
F,26,56,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,20,0,10,10,0,0,0,10
NE,29,17,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0
F,25,44,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,30,0,0,20,0,20,0,0
F,25,73,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,26,26,0,20,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10
F,26,51,10,10,10,0,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,82,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,46,10,0,0,0,0,10,0,0,0,0,10,0,10,20,10,0,0,0,0,10,10,0,0,0
F,27,74,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0
F,27,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,30,10,0,0,0,0
F,26,33,10,10,10,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
F,26,91,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,25,62,0,0,0,0,0,0,0,20,0,0,0,0,60,0,0,0,0,0,10,0,0,0,0,0
M,27,81,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,27,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,29,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0
M,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30
F,29,112,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0
M,27,33,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,20,0,0,0,0,20,0,10,0,0
F,27,53,20,0,0,0,0,0,10,0,0,0,0,10,10,0,10,0,0,30,0,10,0,0,0,0
F,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10,0,0,0,0
F,26,73,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,20,0,0,0,0,10,0,10,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0
F,27,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,20,0,0,0,0,0,0,0
F,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,26,27,20,0,20,20,0,0,10,0,0,0,0,0,10,10,10,0,40,0,0,0,0,0,0,0
NE,27,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,57,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,26,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,6,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,10,0,0,0,0,0
F,27,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,10,0,0,0,0,0,0,10
F,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
NE,26,71,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,180,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,10,0,0,0,0
F,28,19,0,0,20,0,90,10,0,0,0,0,0,10,0,0,0,0,0,0,10,20,0,0,0,10
M,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,27,45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,28,97,0,0,0,20,20,0,0,0,0,0,10,0,0,0,10,10,10,0,0,10,0,0,0,0
F,26,32,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,10,0,0,10,0,0
F,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,20,0,0,10,0,0,0,0
F,28,0,0,0,10,0,0,0,0,0,0,0,20,20,90,10,50,0,50,20,30,20,10,0,0,10
F,26,104,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,25,10,0,10,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,10,10,0
NE,26,64,10,0,0,0,0,0,0,10,0,0,10,20,0,0,10,0,10,0,0,0,0,10,0,0
NE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,28,86,10,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,20,0,0,0,0,0,30,10,0,0,40,0,0,0,80,20,0,0,0,10
F,27,38,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0
F,29,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,25,64,0,0,10,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,27,61,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,10,0,10,0,0,0,0,0,0
F,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
NE,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,28,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,10,0,0,0,0,0,0,20
F,27,20,0,20,0,0,0,0,0,0,30,0,40,0,20,10,0,0,40,0,10,0,20,0,0,0
F,26,12,0,0,0,0,0,10,0,0,0,0,10,10,0,0,20,0,10,0,0,10,0,0,0,0
F,27,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
M,26,85,30,0,0,0,0,0,0,50,0,10,0,0,20,0,40,10,0,0,20,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,20
F,28,53,0,0,0,0,0,0,0,0,0,0,20,0,30,0,10,10,0,0,0,10,10,0,0,0
F,26,0,0,10,0,0,0,0,0,10,0,0,10,80,20,0,50,50,40,0,0,0,0,0,0,10
F,27,37,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,28,29,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,10
F,26,1,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0
M,27,25,0,40,0,0,0,0,0,0,0,0,0,0,10,0,30,20,0,0,0,10,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
F,28,1,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0
F,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,21,10,10,0,0,0,20,0,10,0,0,30,20,10,0,60,0,40,20,30,10,20,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10
F,27,95,0,10,0,10,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0
M,25,21,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,10,0,0,0,0,0,0,0
F,27,33,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,10,0,0,10,0,0,0,0,0
F,28,147,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0
F,26,11,0,0,0,0,0,10,0,0,0,0,10,10,0,0,30,10,10,0,0,0,0,0,0,0
F,29,56,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,10,0,0,20,10,0,10,10,0
F,27,57,0,0,0,0,10,10,0,0,0,0,20,10,0,0,20,0,20,0,0,0,0,0,0,0
F,28,35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,20,0,0,0,10,0,0,0
F,27,46,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0
F,27,27,0,10,0,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0
F,28,28,0,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0
F,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0
F,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0
M,27,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,0,0,0,0,10,0,0,0,10,20,30,0,10,0,0,10,10,0,0,0,10,0,0,0,0
M,28,23,0,0,0,0,0,10,0,0,10,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0
F,28,40,0,0,0,0,0,10,0,0,10,10,10,60,0,0,20,0,20,0,0,10,20,20,0,0
F,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
F,28,8,10,0,10,0,0,10,0,0,0,0,0,50,30,0,20,0,0,0,10,0,10,0,0,0
NE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
M,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,27,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,22,20,10,0,10,0,0,10,0,0,0,0,0,0,0,20,0,0,0,10,10,0,0,0,0
F,28,11,0,0,0,0,0,20,0,0,0,0,10,0,20,0,30,20,0,0,0,30,10,0,0,30
F,28,11,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,10,0,0,0,0,0
F,27,9,10,0,0,0,30,10,0,10,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,25,54,10,0,0,0,10,10,0,0,0,20,10,0,0,0,20,0,40,0,0,10,10,0,0,0
F,28,19,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,10,10,20,10
F,27,49,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,20,30,0,0,0,0,0,0,0
F,27,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,20,0,0,0
F,27,22,20,0,0,20,0,0,0,20,0,20,0,20,10,10,80,30,80,0,0,0,0,0,0,0
F,25,41,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,10,0,0,0,0
F,25,10,40,10,0,10,0,0,0,30,0,10,10,10,10,0,0,10,40,0,30,0,10,0,0,0
F,27,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,30,0,0,0,0,0,0,0
F,29,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,40,20,20,0,0,10,0,10,10,0
M,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0
F,25,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0
F,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
M,28,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
M,27,0,0,30,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0
F,26,58,0,0,0,0,0,0,0,0,0,0,10,0,20,20,0,0,0,0,0,0,0,0,0,0
F,27,74,0,0,20,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0
F,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0
F,26,36,0,0,0,20,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,27,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
F,27,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10
F,28,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
M,28,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,26,32,0,0,0,0,10,0,0,0,0,0,30,20,0,0,30,10,10,0,0,0,10,0,0,0
F,27,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,10,0,0,0,10,0,0,0,0
F,26,20,20,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
M,26,13,0,20,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,28,70,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
F,28,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,30,0,0,0,0
M,27,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,27,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,26,65,0,10,0,0,0,10,0,0,0,0,0,10,0,0,10,0,30,10,10,10,0,0,0,0
F,28,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,27,70,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
F,26,94,0,20,10,0,0,10,0,0,0,0,10,30,0,0,10,0,30,0,10,0,10,0,0,0
F,27,65,0,0,0,40,10,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0
F,26,66,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10
F,25,12,0,0,0,0,0,0,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,0,0
M,25,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
M,25,39,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
F,27,86,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0
F,28,47,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,0,0
F,26,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,62,10,10,0,0,0,0,10,0,0,0,20,0,0,0,0,0,10,10,10,10,0,10,0,0
F,26,3,0,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,26,33,50,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,10,0,0,0,0
F,28,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,29,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,20,0,10,0,0,0,0,0
M,27,28,10,0,20,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,27,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20
F,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,10,0,10,10,0
F,29,18,10,10,0,0,0,0,0,0,0,0,10,0,10,0,40,0,40,0,20,30,0,0,0,0
F,28,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,22,0,0,10,0,0,0,0,10,10,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0
F,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,25,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
F,25,64,0,20,0,0,0,10,0,10,0,0,10,0,0,0,20,0,10,0,20,20,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20
F,25,114,50,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0
F,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0
NE,26,21,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,22,0,0,0,20,0,0,0,0,0,0,10,0,0,0,30,0,0,0,10,10,0,10,0,0
F,27,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0
F,27,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
F,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,10,0,0,0,0,0
F,28,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0
F,28,8,0,0,0,0,0,0,0,0,0,0,30,10,0,0,10,0,20,0,0,0,10,0,0,0
M,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,10
F,28,49,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0
F,27,35,10,10,0,0,0,0,0,0,0,10,10,0,0,0,50,10,20,0,0,10,0,0,0,0
NE,27,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,26,63,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,10,0,0,10,0,0,0,0
F,27,48,10,20,10,0,0,0,40,10,0,10,10,10,0,0,20,10,0,0,40,10,0,10,0,0
F,27,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
F,27,12,0,10,0,0,30,0,0,0,0,0,10,0,0,0,0,10,0,0,10,10,0,0,0,0
