reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,custo_previsto
0.45,4.8768,2.1336,381.01728,19.215,106.155,1,16,2,2019,17,2,2019,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,1469.231046078492
0.13,6.4008,2.1336,68.0388,19.0575,103.215,0,8,2,2022,8,2,2022,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,817.6121403668667
0.2,3.048,1.524,2130.068032,50.557500000000005,104.895,-1,22,6,2022,21,6,2022,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,1328.3331252891585
0.89,7.010400000000001,1.8288,524.805944,28.035,106.26,-4,20,2,2022,16,2,2022,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3368.1987296561774
0.13,9.144,4.2672,697.624496,21.3675,86.625,2,23,7,2020,25,7,2020,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,811.6750489495907
0.32,2.1336,1.524,270.794424,20.4225,64.365,-1,17,7,2023,16,7,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,865.5858484944528
0.67,2.7432000000000003,1.2192,219.538528,36.225,65.4675,2,23,4,2020,25,4,2020,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1263.762609730071
0.0,1.8288,1.524,26.308336,20.3175,122.745,4,18,4,2023,22,4,2023,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,778.7619119193786
0.92,4.8768,1.8288,245.846864,35.5425,64.3125,-1,1,7,2019,30,6,2019,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,2106.828905487977
0.23,7.010400000000001,1.8288,144.242256,36.12,108.99,3,27,8,2022,30,8,2022,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,942.5131986675942
0.56,1.524,0.9144,340.194,29.61,92.505,-3,2,2,2021,30,1,2021,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1481.0135566667564
0.49,6.096,3.048,712.593032,38.115,127.8375,-4,2,2,2019,29,1,2019,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,2231.3754939553437
0.09,5.7912,2.4384,250.382784,34.5975,63.315000000000005,0,3,8,2023,3,8,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,687.9590071628733
0.89,3.6576,2.1336,1134.887184,33.075,93.3975,2,2,2,2020,4,2,2020,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,2812.3717176529717
0.74,9.144,4.2672,347.451472,22.47,112.875,0,27,8,2022,27,8,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,3748.571314375
0.82,6.096,1.8288,192.7766,18.165,56.385,3,24,8,2019,27,8,2019,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1663.7078279526104
0.39,1.2192,1.2192,13.154168,34.8075,70.2975,1,28,8,2022,29,8,2022,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,845.5342901703049
0.5,0.9144,0.9144,4.53592,25.41,125.6325,-3,8,10,2019,5,10,2019,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,1214.0872469568615
0.74,1.524,0.9144,29.029888,23.415,112.5075,-1,9,2,2019,8,2,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1435.1250282118726
0.49,6.7056,2.4384,150.138952,31.9725,74.55,2,13,12,2021,15,12,2021,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1344.5803196282284
0.12,3.9624,1.8288,175.540104,17.1675,65.8875,0,8,1,2021,8,1,2021,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,668.349153657869
0.77,2.7432000000000003,1.524,76.657048,16.6425,84.1575,2,26,2,2023,28,2,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1432.532724583193
0.07,4.572,2.1336,125.191392,24.36,71.1375,2,17,9,2019,19,9,2019,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,657.776811276372
0.86,3.048,1.2192,50.348712,26.46,123.6375,-3,24,4,2023,21,4,2023,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1873.0815268093636
0.16,4.572,2.4384,72.121128,20.6325,117.6,-2,5,2,2019,3,2,2019,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,887.0902334903803
0.81,3.3528,1.8288,79.83219199999999,32.235,125.5275,-3,24,10,2019,21,10,2019,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2101.4362313008714
0.41,3.9624,1.8288,81.192968,31.1325,125.79,-3,9,1,2021,6,1,2021,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1237.5225027051044
0.98,7.62,3.9624,485.34344,24.36,63.735,-4,11,8,2023,7,8,2023,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,5539.600012823426
0.05,1.8288,1.524,1693.258936,27.2475,75.9675,-1,6,2,2019,5,2,2019,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1001.4015104735456
0.72,3.6576,1.8288,54.43104,21.84,91.7175,1,14,6,2021,15,6,2021,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1525.5038579130278
0.89,7.9248,2.7432000000000003,466.746168,23.94,71.61,1,28,5,2023,29,5,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3304.53946392191
0.52,2.1336,1.524,88.904032,18.375,90.615,0,25,5,2020,25,5,2020,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1207.5896647027296
0.24,4.572,1.8288,81.64656,36.33,55.965,-1,21,10,2019,20,10,2019,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,723.7557169697387
0.16,3.3528,2.4384,1709.134656,18.0075,80.7975,0,30,10,2019,30,10,2019,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,960.3602036661974
0.86,2.4384,1.2192,218.631344,30.7125,84.4725,1,10,3,2019,11,3,2019,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,1669.0485833133816
0.44,3.9624,2.4384,298.463536,27.5625,54.18,-2,24,11,2021,22,11,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,933.3383358451907
0.94,7.315200000000001,2.7432000000000003,125.644984,23.0475,102.165,-2,29,5,2019,27,5,2019,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,3965.314953229168
0.35,2.1336,1.2192,39.916096,27.615,115.5525,-2,11,10,2020,9,10,2020,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,1056.1717922056255
0.07,7.315200000000001,2.4384,177.354472,29.19,63.735,-1,5,7,2019,4,7,2019,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,657.5452699544204
0.21,0.9144,0.6096,5.896696,28.0875,127.365,-2,5,6,2023,3,6,2023,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,905.9433646632114
0.3,8.8392,2.7432000000000003,482.168296,21.42,62.790000000000006,0,13,11,2021,13,11,2021,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,1011.7337533976211
0.41,2.4384,1.2192,17.690088,24.5175,59.6925,2,25,9,2022,27,9,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,776.7909101753673
0.15,7.010400000000001,1.8288,53.070264,33.495,92.085,-2,25,6,2022,23,6,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,804.147865922064
0.05,7.315200000000001,3.048,1455.123136,26.0925,126.2625,-4,24,6,2023,20,6,2023,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,1013.9005627081959
0.69,4.8768,2.4384,1498.667968,29.5575,100.905,-1,2,9,2022,1,9,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2234.146589209087
0.68,3.048,1.2192,60.327736,26.4075,90.4575,-3,9,6,2023,6,6,2023,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1516.000146374567
0.78,13.716,3.3528,356.523312,25.2,90.09,-3,15,2,2021,12,2,2021,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,3418.603875833332
0.82,3.6576,2.4384,524.352352,21.9975,130.3575,0,13,10,2021,13,10,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,2682.4969723477566
0.45,10.668,1.8288,346.99788,28.245,73.185,-1,5,2,2020,4,2,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1207.465843770749
0.93,3.6576,2.4384,390.08912,24.99,100.5375,-1,9,11,2020,8,11,2020,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,2606.161238125001
0.09,3.9624,2.1336,183.70476,20.5275,100.9575,4,7,12,2019,11,12,2019,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,793.6829824177828
0.95,0.9144,0.9144,71.667536,21.0525,105.1575,0,11,1,2023,11,1,2023,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,1788.616539053337
0.41,5.1816,4.572,1125.815344,31.605,103.2675,-4,28,5,2023,24,5,2023,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,1476.2159052201805
0.36,4.572,1.8288,54.43104,26.7225,109.5675,-2,14,5,2023,12,5,2023,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,1046.5854317237502
0.41,3.3528,2.4384,72.57472,22.8375,93.87,1,13,1,2019,14,1,2019,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1018.5324929158938
0.13,2.1336,1.2192,16.782904,32.76,111.2475,-4,4,5,2023,30,4,2023,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,838.4672636006239
0.49,4.572,2.1336,462.210248,23.520000000000003,52.6575,2,6,1,2020,8,1,2020,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1115.5261212483665
0.68,2.1336,1.2192,201.84844,16.8,58.8,4,30,11,2022,4,12,2022,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,1303.9883074450036
0.38,13.4112,3.3528,364.687968,24.5175,114.9225,1,10,3,2021,11,3,2021,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,1436.4216287618772
0.5,1.524,1.2192,858.6496559999999,45.36,96.285,-3,6,4,2019,3,4,2019,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1468.6097162809012
0.08,1.8288,1.524,52.16308,23.0475,72.765,-1,11,6,2020,10,6,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,669.8239732801889
0.44,3.3528,2.4384,801.043472,29.19,120.75,-2,26,2,2019,24,2,2019,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,1537.8930904652218
0.87,2.4384,1.2192,77.564232,22.05,52.7625,1,3,1,2022,4,1,2022,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,1653.534840413384
0.63,4.2672,2.1336,167.375448,34.23,114.45,-3,11,11,2022,8,11,2022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1877.4801262413353
0.21,5.486400000000001,2.4384,106.59412,34.3875,71.1375,3,26,3,2022,29,3,2022,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,683.6299182404837
0.9,3.9624,1.8288,47.62716,32.550000000000004,109.4625,2,7,8,2022,9,8,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,2340.9750374841883
0.95,2.4384,1.2192,63.50288,20.3175,59.4825,0,11,5,2019,11,5,2019,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1695.665745854158
0.28,4.2672,2.1336,54.884632,33.9675,113.1375,3,13,7,2020,16,7,2020,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,946.5481832140149
0.77,5.1816,2.4384,189.601456,25.095,119.6475,0,2,11,2022,2,11,2022,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2594.540189296329
0.92,5.1816,3.3528,261.268992,24.6225,104.37,-3,4,6,2023,1,6,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3761.5916543356634
0.64,3.9624,2.1336,78.925008,35.91,100.9575,1,25,10,2022,26,10,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1572.6094964869524
0.2,3.3528,2.1336,48.534344,28.8225,116.235,3,9,4,2020,12,4,2020,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,869.3116951482475
0.82,3.9624,2.4384,333.843712,33.7575,55.545,-4,22,10,2021,18,10,2021,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,2008.2128246348748
0.52,5.7912,2.4384,1295.458752,36.5925,86.625,1,25,9,2021,26,9,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1330.8454377805451
0.77,5.7912,3.3528,306.1746,25.305,77.07,3,6,6,2023,9,6,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2045.865302963592
0.63,3.9624,1.8288,625.049776,21.6825,123.69,0,13,9,2022,13,9,2022,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,1719.0197304737367
0.44,3.9624,2.1336,1899.189704,30.24,109.3575,-1,18,7,2020,17,7,2020,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,1551.6058563353058
0.24,11.2776,3.048,1519.079608,45.727500000000006,116.6025,1,11,4,2020,12,4,2020,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1141.643304353448
0.38,8.2296,2.4384,210.92028,26.9325,119.07,1,19,8,2020,20,8,2020,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,1303.8239215123565
0.1,1.8288,1.524,223.167264,27.5625,107.2575,-3,21,3,2019,18,3,2019,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,870.9980268378692
0.63,10.9728,3.048,198.673296,26.4075,114.45,2,22,4,2023,24,4,2023,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,2672.6141596506072
0.04,2.4384,1.2192,25.401152,28.7175,83.1075,2,27,3,2019,29,3,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,691.7989348726312
0.1,7.010400000000001,2.4384,161.932344,32.97,104.9475,4,12,11,2020,16,11,2020,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,740.9566759092522
0.34,7.010400000000001,1.8288,217.270568,24.78,75.6525,0,26,9,2019,26,9,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,891.7812897887254
0.88,7.010400000000001,3.048,198.219704,18.8475,111.9825,-2,17,10,2020,15,10,2020,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,3465.076098400351
0.78,5.486400000000001,2.4384,2115.099496,21.21,117.075,0,12,3,2019,12,3,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2915.669094326924
0.22,5.486400000000001,2.1336,85.275296,20.37,88.35749999999999,3,13,6,2021,16,6,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,863.5438998270334
0.75,4.572,1.8288,205.477176,27.0375,107.1,1,26,7,2023,27,7,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,2066.109773629251
0.85,3.6576,1.8288,140.159928,22.365,127.5225,4,18,9,2021,22,9,2021,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,2255.347661112763
0.04,2.7432000000000003,1.2192,122.46984,18.06,110.355,4,9,6,2023,13,6,2023,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,797.4024426873178
0.53,5.1816,2.4384,422.294152,33.495,126.8925,1,7,5,2021,8,5,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1797.4282826546419
0.45,4.2672,1.8288,216.363384,28.1925,75.8625,-3,7,11,2021,4,11,2021,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,1302.6842970801765
0.21,2.4384,1.524,1319.499128,29.7675,84.735,2,13,9,2019,15,9,2019,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,1028.734850443909
0.24,11.5824,4.572,1085.445656,24.7275,55.02,-4,21,12,2019,17,12,2019,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,1092.0502755645132
0.01,3.3528,1.8288,1077.281,30.87,92.9775,3,4,6,2020,7,6,2020,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,927.6965571258363
0.84,7.62,1.8288,94.347136,36.015,91.14,-4,12,5,2020,8,5,2020,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2727.603239278194
0.56,2.1336,1.524,254.01152,32.0775,108.2025,2,7,12,2020,9,12,2020,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,1399.1802926777889
0.08,12.4968,2.7432000000000003,1178.885608,31.6575,69.72,-1,22,9,2022,21,9,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,801.7040483620043
0.05,1.2192,0.9144,214.549016,20.5275,127.5225,0,25,4,2020,25,4,2020,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,1008.7451585432826
0.68,6.096,2.7432000000000003,576.515432,15.855,105.735,0,25,9,2019,25,9,2019,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,2778.0850998106075
0.66,14.0208,3.048,1467.823712,35.7525,98.7525,-4,7,6,2020,3,6,2020,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,2706.403756155303
0.26,3.6576,2.1336,821.455112,23.625,99.0675,1,11,3,2022,12,3,2022,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,1240.5967399226624
0.91,1.8288,1.524,9.07184,20.895,97.0725,-3,20,11,2019,17,11,2019,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,1569.600942073452
0.12,5.7912,3.6576,503.48712,24.9375,100.695,3,6,8,2023,9,8,2023,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,848.7032722178255
0.6,2.4384,1.2192,22.226008,24.0975,124.0575,-3,15,10,2021,12,10,2021,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1335.0972742180954
0.69,5.7912,2.1336,87.543256,23.3625,115.6575,-1,5,3,2023,4,3,2023,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,2277.087375050356
0.34,4.572,2.4384,308.896152,20.8425,56.5425,4,30,5,2022,3,6,2022,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,856.1168586470583
0.62,9.7536,1.8288,501.672752,23.4675,66.14999999999999,-3,15,1,2022,12,1,2022,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,2125.5166597057096
0.04,4.572,1.8288,1299.54108,27.3525,124.95,1,21,4,2020,22,4,2020,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,925.9431787017078
0.69,2.4384,1.524,28.576296,27.8775,113.505,1,1,8,2023,2,8,2023,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,1488.6086490494492
0.04,4.2672,1.8288,1157.566784,28.56,119.49,3,2,4,2021,5,4,2021,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,915.8268073457053
0.1,11.8872,3.6576,804.672208,28.14,109.62,-3,15,12,2022,12,12,2022,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,1057.904884500104
0.09,7.62,3.048,1261.439352,32.235,91.2975,-1,2,11,2021,1,11,2021,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,890.8296605925804
0.49,8.5344,2.7432000000000003,949.821648,17.01,83.6325,0,26,6,2023,26,6,2023,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1552.6602220624532
0.1,7.62,3.048,216.363384,26.6175,60.2175,4,21,2,2019,25,2,2019,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,661.8753004357709
0.11,1.8288,1.2192,190.962232,29.82,102.165,3,3,2,2021,6,2,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,793.4043750221394
0.52,0.9144,0.9144,12.700576,25.515,93.3975,2,23,8,2021,25,8,2021,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,1079.5692504460055
0.38,8.5344,2.1336,122.46984,34.7025,121.485,4,5,6,2022,9,6,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1204.022070472206
0.39,2.1336,1.524,65.317248,28.2975,80.115,-2,18,1,2022,16,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,894.8926430843337
0.87,5.7912,1.8288,250.836376,34.755,120.2775,3,24,7,2019,27,7,2019,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,2758.497145906178
0.33,1.2192,0.9144,143.788664,25.2525,65.10000000000001,-1,30,3,2019,29,3,2019,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,906.4713387762022
0.48,3.6576,1.8288,460.39588,26.565,116.0775,0,15,12,2020,15,12,2020,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,1506.71803872726
0.25,7.315200000000001,2.4384,1271.418376,40.425,127.995,-2,1,6,2021,30,5,2021,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1358.1378124095486
0.43,1.524,1.2192,11.793392,36.3825,130.8825,0,18,6,2023,18,6,2023,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1186.7781009810801
0.65,2.4384,1.524,23.133192,18.1125,98.3325,-2,17,12,2021,15,12,2021,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,1285.7974355579279
0.31,4.2672,2.4384,345.637104,34.65,85.155,0,28,12,2022,28,12,2022,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,991.615976201965
0.95,3.3528,1.8288,148.324584,19.32,85.2075,3,25,11,2020,28,11,2020,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,2025.2204511349075
0.17,2.4384,1.524,415.03668,27.3525,75.285,-4,11,5,2020,7,5,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,768.7449650601626
0.88,5.1816,1.8288,725.293608,18.06,91.7175,-4,29,5,2022,25,5,2022,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,2768.790278058712
0.46,1.8288,1.524,169.643408,20.1075,121.0125,4,20,7,2020,24,7,2020,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,1330.8912462210856
0.11,2.1336,1.2192,143.335072,26.355,54.2325,-1,29,9,2022,28,9,2022,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,655.5168403532301
0.76,6.7056,2.4384,111.13004,26.88,103.215,2,25,3,2021,27,3,2021,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,2361.1667121332957
0.36,4.2672,2.4384,61.688512,16.695,93.8175,-4,20,12,2019,16,12,2019,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1013.0503476268063
0.18,3.3528,1.8288,18.14368,29.8725,57.540000000000006,-1,27,4,2019,26,4,2019,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,663.2808447542053
0.33,7.315200000000001,1.8288,114.305184,33.495,121.275,0,9,6,2019,9,6,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1105.3606785760705
0.27,1.2192,0.9144,141.520704,35.28,119.28,-3,9,10,2019,6,10,2019,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1075.518508718809
0.29,9.144,2.1336,1522.254752,36.4875,87.4125,1,27,2,2022,28,2,2022,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,1181.2055326785514
0.43,2.7432000000000003,1.2192,160.57156799999998,28.2975,115.08,-2,26,6,2021,24,6,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1241.8814201974828
0.16,5.486400000000001,3.3528,477.178784,21.7875,106.4175,-2,28,10,2020,26,10,2020,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,936.1600935783064
0.54,7.9248,3.048,1657.87876,39.6375,90.2475,3,23,11,2019,26,11,2019,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1735.432511350955
0.58,1.524,0.9144,187.333496,27.9825,122.6925,-4,22,12,2019,18,12,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1534.6147372168316
0.04,4.2672,2.4384,282.134224,30.9225,109.41,4,11,9,2021,15,9,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,793.6999438202967
0.69,3.6576,2.4384,93.893544,34.23,104.8425,-3,8,5,2022,5,5,2022,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,2038.290871774475
0.86,2.4384,1.524,758.859416,35.4375,72.135,0,5,5,2020,5,5,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,1730.8285621715331
0.18,5.1816,1.8288,229.06396,27.3525,90.4575,-1,23,1,2022,22,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,857.4203980945317
0.22,1.8288,1.2192,68.0388,15.855,53.2875,-3,27,3,2023,24,3,2023,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,766.4017127576386
0.94,1.524,1.524,1192.039776,50.82,125.6325,0,4,3,2023,4,3,2023,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,2379.1631816269014
0.99,1.8288,1.524,51.709488,23.5725,128.4675,2,28,1,2021,30,1,2021,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,2037.0782147916668
0.61,3.9624,2.4384,57.152592,22.575,60.585,2,23,2,2023,25,2,2023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1187.350766513937
0.9,2.7432000000000003,1.2192,23.586784,19.1625,125.9475,-4,2,5,2020,28,4,2020,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1798.9799837604123
0.57,3.048,1.2192,274.876752,35.2275,120.33,0,8,6,2020,8,6,2020,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1564.0115644446234
0.38,2.1336,1.2192,21.318824,32.0775,98.3325,0,29,9,2019,29,9,2019,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,1078.8554282948044
0.33,1.524,1.2192,248.568416,26.775,79.485,-2,28,8,2021,26,8,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,981.0382681932692
0.55,3.3528,2.4384,1577.139384,45.675,66.57,-1,15,7,2019,14,7,2019,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1208.968136546525
0.61,5.486400000000001,2.4384,95.25432,32.13,82.16250000000001,4,26,11,2020,30,11,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1430.1609552062134
0.36,4.572,2.4384,247.661232,26.145000000000003,93.9225,-4,9,4,2021,5,4,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1089.3202980698106
0.2,3.9624,2.4384,340.647592,19.215,55.335,-3,12,5,2020,9,5,2020,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,745.002013196447
0.01,3.6576,2.1336,20.41164,28.245,117.915,-4,24,7,2021,20,7,2021,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,808.2538531265943
0.46,9.7536,3.3528,1289.562056,44.31,83.3175,1,13,6,2022,14,6,2022,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1553.4009320190455
0.05,10.3632,3.048,595.112704,34.965,81.4275,-4,14,8,2022,10,8,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,792.982989609584
