,nota_review,review
11490,2,Meu pedido chegou faltando um item.
30177,5,Produto entregue dentro do prazo e conforme anunciado. Muito bom.
10716,5,"Para mim é uma satisfação fazer compra nessa Loja
Sempre gostei dos produtos. Pena que o frete é tão alto. 
Conforme outros sites, poderia ser livre acima de 100,00
 "
13842,1,Estou aguardando contato para saber o que aconteceu com o produto. Pois pedi dois e chegou apenas um.
13077,2,"Comprei cartucho colorido e recebi preto, o site não funciona para solicitar troca, apenas para cancelamento, então cancelei. "
13534,5,Parabéns pelo profissionalismo. 
20430,5,"A loja entregou o produto com coesão, dentro do prazo estipulado e com embalagem em bom estado. Recomendo."
32075,3,"O produto não atendia as minhas necessidades. Pedi cancelamento, e mesmo assim o produto veio, obrigando-me a ficar com ele. Mas tudo bem..."
20345,5,O produto chegou bem rápido. Produto de ótima qualidade. Recomendo
21202,1,"Produto muito diferente da imagem apresentada no site da Zoop, o diâmetro não chega nem
próximo do apresentado no site, não serve na cama Queen Size, péssimo acabamento não tem nada de Elegance"
2667,5,Adorei o produto e no o prazo da entrega ecxelente👍👍
2435,1,"O mini scanner não esta funcionando, preciso fazer a troca do produto"
36853,1,"Paguei dois frascos, na nota constam dois e dentro da caixa veio apenas um. Trata_sr de medicamentos e não posso ficar sem."
8749,5,"Produto de ótima qualidade e beleza. Chegou bem antes do prazo estabelecido. 
Parabéns. "
30407,5,"Bom dia
Meu pedido foi duas saias até o momento recebi uma.
Já veio minha fatura onde já foi descontado.
Gostaria de saber se irei receber."
18206,1,"o película que recebi apesar de vir identificada a ""caneta"" como sendo para um CELULAR LG K10 - é inadequada para o modelo por ser pequena, não a instalei pois ficaria rídicula."
14300,3,"Recebi o produdo, infelizmente nao era o que eu esperava e os pincéis estão soltando as cerdas"
25119,4,Demorou demais pra chegar
9543,3,"Tudo certo, exceto algumas informações nas características do produto não procede
"
37769,1,O produto estava previsto para ser entregue até dia 27/03 e até hoje dia 03/04 não recebi.
737,1,não fiquei satisfeito com o material do produto
31760,2,"Na descrição do produto no site, foi informado que seria entregue o produto + manual + bateria específica. Porém a Bateria não foi enviada junto com o produto."
21722,2,"Só achei o carteiro de muita má vontade. Moro no quarto andar, estou grávida e só estávamos eu e minha avó já idosa em casa no momento da entrega, e ele se recusou a subir. Absurdo"
2375,3,"veio so a matade da compra,entro em contato com quem?"
34738,5,"Adorei o produto ....chegou antes do prazo .
Recomendo"
38643,4,"O controle não é específico da marca da TV, é um controle universal que você encontra em qualquer lugar."
28106,5,"Veio no tempo certo e direito achei a bolsa pequena, pequena demais mas gostei tá valendo "
13215,5,"Produto entregue antes do prazo! Atendeu todas as minhas expectativas.
Super recomendo. "
31335,5,Muito boa a qualidade do produto gostei recomendo 
18747,5,Recebi os produtos no tempo certo e sem nenhuma burocracia!
38963,1,Já se passou 4 dias do prazo máximo de entrega e até agora nada. No total já são mais de 30 dias aguardando meu produto. O mesmo foi enviado via correio ao invés de transportadora. Insatisfeita.
13799,2,"O produto veio conforme solicitado, porém não serviu, por ser muito menor do que os tamanhos padronizados. Preciso trocá-lo por um tamanho maior."
17904,5,"Chegou antes do prazo, produto igual descrição. Lindo !!!"
3166,4,"Só que na descrição do produto, consta q vem com 3 baterias, mas veio só uma, o que aconteceu?"
9176,3,"Falaram q a numeração estava incorreta. Mas não tinha nada errado, pois dias antes um produto tinha sido entregue no mesmo endereço. No aguardo dos mesmos!"
23560,5,"Recomendo,produto de boa qualidade."
38924,1,"Perdi tempo pesquisando, e agora vou ter que perder mais tempo para ver como resolver o problema, foi cobrado e não foi entregue a mercadoria conforme pedido."
36488,5,"O PRODUTO CHEGOU ANTES DA DATA PREVISTA PELO VENDEDOR, SUPER RECOMENDADO"
2727,3,"O produto é extremamente frágil e não consegui posicionar ele, ficou inutilizado aqui em casa"
24075,5,"Produto de exelente qualidade,ótimo acabamento e muito bonito. Fiquei muito satisfeita."
30960,5,"Material perfeito, melhor do que eu esperava"
10926,1,Comprei kit com 2 produtos e só foi enviado 1 produto! Não obtive retorno para solução do problema.
32062,5,Fiquei muito feliz pela compra / atendimento e a entrega q foi bem antes do previsto tanto q no mesmo dia incentivei minha mãe tbm comprar com vcs. Estão de parabéns ! Ganharam fiéis clientes ! 
15984,5,"Empresa idônea, pontualidade, produto chegou bem embalado e em perfeito estado.
Parabéns Zoop."
9492,2,"comprei 2 churrasqueira no mesmo dia e mesmo pedido, portanto, so foi entregue ate agora 1 uma."
30302,4,Achei a pulseira um pouco fraca. Mas fora isso ele é um produto bom sim. Levinho que nem sente estar de relógio.
7522,5,recomendo aos compradores pois chegou antes do prazo previsto e tudo em ordem.
10303,1,"Comprei um Toner CF 360X HP 508X PRETO ORIGINAL de ALTO RENDIMENTO, porém me entregaram um Toner CF360A HP 508A PRETO de BAIXO RENDIMENTO, e ainda fui testar o toner e esta com defeito."
26821,2,O produto q recebi não foi o mesmo q comprei no site
39222,5,ótima loja a se fazer compras eu recomendo.
26120,5,"Produto excelente com entrega rápida, chegou primeiro que o próprio celular."
7153,4,Produto muito bom e a entrega foi super rápida uma semana antes do prazo recomendo o vendedor.
30227,4,"O produto veio correto, estampas e acabamento perfeitos...
Acho que o forro deixa um pouco a desejar, mas pelo preço acho que recebi um produto justo."
18578,3,"A cortina não é a estampa da foto que divulgam no site, emo tecido do barrado também é mais comum do que mostra na foto do site. Esperava que fosse de melhor qualidade"
21522,5,Produto de excelente custo benefício e com entrega rápida.
30517,5,Ótimo produto excelente qualidade entrega rápida.
26394,4,"Gostei bastante do produto, pretendo comprar outros no mesmo padrão! 😍 😍 "
2506,3,"O produto é excelente, entrega super rápida e os produtos vieram certo."
36707,5,"entrega rápida, dentro do prazo. produto de boa qualidade, foi para presente à escolha da mãe/gestante e ela adorou, atendeu as expectativas. "
8508,5,Ele tem um acabamento muito bom e lindo serdas macia e de boa precisão 
22865,1,O objeto é caso plantar com plantas de polietileno decorativos... Mas não vem a planta
17140,1,"O produto veio faltando a base e ja enviei inúmeros e-mails para Zoop e não obtenho resposta, por mais q seja entregue por um parceiro acho q a responsabilidade é das Zoop"
15022,5,"As lojas Zoop é uma excelente loja e sempre cumpre com o que divulga, estou muito satisfeito com o meu produto e parabenizo a loja e o profissionalismo dessa empresa. Obrigado! "
719,5,"Gostei, som mt. bom."
31178,4,"O produto é bom, atendeu às minhas expectativas, contudo o prazo de entrega deixa a desejar. Foram cerca de 25 dias após a compra. Dentro do prazo de 38 dias, achei demais a espera."
4456,2,"Recebi o perfume, mas veio sem o selo da Adipec, não gostei disso .Além do mais, estava mal embalado, o celofane da caixa mal fechado, comprei de uma loja e recebi com nome de outra, não entendi??!!"
6689,5,O produto é excelente. Amei!
33328,1,"Comprei com 16 dias úteis para entrega, levou quase 30 dias, tentei entrar em contado com a targaryen e não tive resposta. "
14195,2,Fiz a compra de duas torres e só recebi uma e além disso na nota fiscal consta 2 unidades
5823,3,"Boa tarde,
Realizei o pedido 02653047820 onde constavam 4 velas para filtro, e uma delas veio com defeito ?estourada e vazou o carvão ativado.
Gostaria de um parecer do site.
Aguardo retorno...
Ev"
32305,1,O produto chegou diferente do comprado
23140,1,Cancelei toda minha compra e até o presente momento ninguém entrou em contato. Que atendimento péssimo ao cliente. Cancelei 30 min depois e os canais de atendimento são horríveis. Ninguém resolve 
31137,5,"o meu pedido chegou bem antes do prazo, obrigado"
6086,2,"O produto na venda era uma imagem clara e bonita, quando chegou e totalmente preto e quase não da para ver a imagem ."
18029,5,Zoop é sempre show na entrega. E produto excekente
21175,3,Parece ser problemas do correio. Continuo aguardando o produto. 
30393,4,Não correspondia com a imagem. Deviam colocar o tamanho na descrição
2080,5,O produto foi entregue no prazo correto.
37486,5,Excelente!Fui atendida antes do prazo estipulado e pude acompanhar pela internet por onde estava o produto e recebi embalado em perfeito estado.
24645,5,tudo certo como deve ser uma empresa que zela pelo nome
2048,1,"Não recebi a minha mercadoria até o momento 
Gostaria que alguém me desse uma posição do porque não ser entregue "
6563,5,"Entrega no prazo, tudo correto.
Ressalva: consta na transportadora que não havia ninguém na casa, o vizinho ao lado que tem um lava jato estava de sobre aviso e segundo ele ninguém foi entregar nada."
6158,1,Só recebi uma manta. Espero receber a outra.
7548,1,Não recebi o produto em casa. Sendo que tem gente a todo momento em casa para receber. Por favor informe o nome da pessoa que recebeu...já perguntei a todos aqui e ninguém recebeu o produto.
36085,5,Recebi o pedido certinho.
6372,5,Tudo entregue antes do prazo e em perfeitas condições!!!
26473,2,Minha cadeira veio com a roda qurbrada
37985,5,Tempo de entrega superou minhas expectativas.
30828,5,"Adorei a agilidade da entrega do produto, chegou antes do prazo previsto. "
29358,5,Vendedor muito atencioso e entrega muito rápida. Recomendo.
26292,5,"Excelente compra, vendedor excelente, entrega dentro do prazo. Estou muito satisfeito e recomendo."
1344,5,Produto entregue no prazo tudo certinho. Recomendo.
6148,5,otimo cabides vieram todos certos
19866,3,"Material muito ruim, não recomendo! "
13393,5,"Produto de boa qualidade, chegou antes do prazo, vendedor extremamente atencioso."
4468,5,"Produto de ótima qualidade, entregue no prazo e muito bem embalado!"
8516,1,"A loja só faturou o mosquiteiro, a garrafa térmica ainda não chegou e não consta na NF. Cadê meu produto!????"
29243,5,"Comprem sem erro mto bom mesmo
"
11215,1,Comprei um modelo de relógio e acabei de receber outro produto 
19313,4,"Amei a valvula e a entrega foi super rápida, veio com uma pequena marca na borda, mais mesmo assim vale muito apena! Ficou linda!"
1192,5,"Produto de otima qualidade, ja compro das Zoop faz algum tempo, e nunca me decepcionei"
17291,1,"Minha compra ainda está presa nos correios. Sei que não é culpa da loja, mas algo deve ser feito! Preciso do equipamento para trabalhar e ele não chegou!"
15892,5,"Lindo relógio, ótima qualidade, entrega super rápida. Estou muito satisfeito."
16267,2,"Ele veio totalmente errado, preciso que vocês respondam meu email sobre devolução "
3391,3,Mesmo com a greve dos caminhoneiros chegou no prazo
25866,4,"Um produto bonito, bem acabado a um preço razoável. Ficou lindo na minha cozinha!"
3251,5,"Gostei muito do que eu escolhi essa loja .
Compra certa entrega na data correta .
"
2013,5,Aprovadissima a compra! Foi entregue antes do prazo estipulado. Super recomendado. 
16882,1,"Loja completamente descompromissada com o cliente. No ato da compra a data de entrega era uma. Após finalizar a compra, a data era outra diferente do anunciado e mesmo assim até hoje não entregaram."
33492,5,"Ótimo produto, recebi antes do prazo previsto "
617,1,O película de vidro veio com defeito e não estou conseguindo resolver o problema.
32624,5,Adorei o produto... Mto bom...
26195,1,"Produto veio sem cabo USB e fonte,a caixa de dentro veio danificada e principalmente parece não ser original. Aguardando por uma solução."
34327,5,"Recebi o produto muito rapidamente. Enviado por Sedex recebi no primeiro dia útil posterior a compra. Recomendo muitíssimo,"
31123,5,muito confortável e bonito.
24388,5,"Produto muito bom e de acordo com a figura mostrada.Entrega muito antes da programada.
Gostei de comprar na Zoop."
29976,4,"O status da entrega é ruim, sempre desatualizado, mostra que teve erro na entrega, mudam o prazo e no fim entregam antes. "
25916,4,Apesar de bem embalado o prato já veio riscado
18782,4,"bom presente para uma criança, com uma certa idade. "
17916,3,"Estou surpreso por ainda não ter ainda recebido o produto. Porém, acredito na Boa Fé dos negócios praticados pela loja Zoop.com.
Suponho que tenha havia algum problema independente da vontade."
12804,5,foi entregue antes do prazo adorei
29404,4,"O produto chegou bem antes do prazo estipulado, só uma queixa e em relação ao cabo que mandam como carregador ele não conecta ao aparelho o conector é muito curto, mas isso cabe ao fabricante... "
19703,1,"Botei meu dinheiro fora comprei um papael de parede e o produto é muito ruim, não cola e olha que no anuncio avisa que a parede não precisa ter massa corrida entoa comprei rasguei dinheirooooo."
5631,5,Tudo transcorreu bem e superou minhas expectativas!
1308,5,"LIVRO SUPER BEM EMBALADO, CAPRICHOSAMENTE BEM PROTEGIDO DE QUALQUER PROBLEMA NA VIAGEM.
SÓ DEMOROU A ENTREGAR POR CONTA DA GREVE DOS CORREIOS MAS PELO SITE DO  ERA POSSÍVEL RASTREAR CERTINHO"
36306,1,Qualidade do produto péssima. Na primeira vez que fui conectar o produto no meu tablet o produto quebrou dentro. Agora fiquei no prejuízo.
3714,5,Ótimo produto chegou antes do prazo super recomendo 
32155,5,"Produto de boa qualidade, um tamanho bom pra transporta para qualquer lugar adorei recomendo."
27383,4,"O produto chegou dentro do prazo, bem embalado, 
A descrição não era muito clara e detalhada, então fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria."
1574,2,"Produto veio sem peça importante para prender o pendente no teto. Tive que me ""virar"" pra conseguir uma peça similar que não é a mesma apresentada na foto do anúncio. Considero Propaganda Enganosa."
24112,5,A mochila não é de um material e acabamento de primeira. Mas é um bom custo benefício.
2011,5,Gosto muito de comprar no site Zoop. 
26469,1,Comprei uma marca e veio outro bem inferior. Já pedi p devolver. Estou aguardando.
32473,4,"Boa noite, dia 25/7 receci somente o pneu não foi entregue o kit relacao ."
1721,5,"Gosto de comprar nesta Loja, só acho o preço dos fretes bastante elevados."
27348,1,Produto não atende a especificação técnica. Atenção. Sou engenheiro eletricista. Produto de baixa qualidade.
17418,2,"a bandana era pra ser com as pontas arredondadas e vieram quadradas, também era para vir uma bandana de tamanho médio e veio uma muito grande que não da para usar na testa. "
3041,5,"Gostei do atendimento e também da rapidez da entrega,tambem gostei das mercadorias.muito obrigada"
23323,1," já foi muito boa agora tá muito largada,tô seriamente pensando não comprar mais"
16519,5,Pedido entregue sem restrições.
4757,1,Foi vendido um produto como sendo original e veio uma imitação.
13772,5,"Tudo bem explicado, pude rastrear o pedido e recebi antes do prazo final. Gostei muito."
11481,5,bom protudo
21974,3,Não gostei do produto o cabelo fico só um pouco platinado quase nada= não vale o valor que está sendo vendido 
39454,5,"Produto original,prazo de entrega rápido.Super satisfeito."
27262,4,"VEIO TUDO OK, E DENTRO DE MINHA ESPECTATIVA."
21299,5,Muito bem chegou no prazo e funcionou muito bem recomendo
4117,5,"Ótimo produto!
Perfeito!
Exatamente como descrito.
Recomendo!"
10632,3,"Agradeço, mas acho que demorou um pouco pra chegar ,pois levou mais de 15 días .mas mesmo assim agradeço."
25780,2,"Comprei 2 itens do mesmo produto e tive que pagar 2 fretes... Acho uma sacanagem isso, e também chegou 1 produto e o outro ainda não"
22564,5,Produto de qualidade chegou antes do prazo recomendo
11793,4," Meus sapatos ficaram uma maravilha. Tudo organizado. Só não cabe sapatos grandes.
"
32289,5,Excelente serviço e os produtos foram exatamente o que eu esperava.
25056,1,Quero devolver pois recebi algo que não pedi 
35420,5,"Loja entregou o produto antes do prazo, recomendo"
6222,5,Produto entregue muito antes do prazo e com a qualidade esperada
1031,5,"Amei o produto ,é lindo muito bem feito..chegou bem rápido."
1903,1,"não recomendo pois não entregou no prazo e não consigo falar com eles, é muito ruim a targaryen"
7830,1,"sobre a loja tudo ok
sobre o produto,não comprem aparelho muito ruim em relação aos seus aplicativos,nao tem no watsapp recebimento de videos e nem faz chamadas "
1182,5,"Produto chegou antes da data prevista,ótimo atendimento na entrega e recomendarei a família e amigos "
30318,5,"Produto excelente! Entrega antes do prazo, em perfeitas condições! Lindo! "
23254,5,"comprei pelo preço baixo,mas além disso o prazo e o produto foi correspondente ao anuncio"
9411,3,Produto com pequenos pontos de ferrugem. Não estava em perfeito estado. 
25991,1,"A manta é uma porcaria não vale nada, é pior que as mantas do Brás. Nunca comprei um produto tão ruim. "
34894,1,"Estou decepcionada.... Comprei uma cadeira giratória, com braços, cor de rosa com branco... Recebi uma toda branca e sem braços. QUERO TROCAR E SITE NÃO ESTÁ DEIXANDO... SEMPRE DIZENDO Q A CONEXÃO CAI"
29387,5,Confiança total no . Entregou antes do prazo. Perfeito ! 
21927,2,"Prazo de entrega muito longo, um produto q poderia ter vindo em uma semana demorou um mês"
23232,5,"Satisfeita com a agilidade ao emitir a nota fiscal, já que é a efetivação da compra. Assim como, o envio ocorreu antes do prazo estabelecido. E o produto enviado foi exatamente igual ao escolhido. "
38275,5,"muito satisfeito otima qualidade
"
28369,5,O produto chegou dentro do prazo. E do jeito que estava no anúncio. Recomendo atds.vou comprar outras vezes agora. Obgda. 
12606,5,Produto de excelente qualidade e chegou no prazo correto!
32652,4,"Produtos com bom preço, enviam o pedido dentro de um tempo legal."
23878,5,Recebi o produto antes do informado. Perfeito. Agora so falta receber o outro produto pois a compra foi dividida em 2 entregas
21274,4,"Tudo certo,mas na foto do site submario o fone aparecia com um cabo p2 auxiliar que não venho com o produto."
16562,1,"Creio que as Zoop não deva ter culpa disso, produto de péssima qualidade, vou devolver"
35297,1,Só posso fazer avaliação depois que receber o meu produto!!! No momento todas as respostas são negativa
1580,1,Impossível avaliar sem o produto em mãos 
740,5,Lugar ótimo pra fazer compras !
24535,5,Chegou tão rápido que nem deu tempo de receber o email confirmando o pagamento!
13971,1,"Não estou sastifeita , por que comprei 4 esteira e só chegou 3 esteira aguardo a providência."
30977,2,não atendem solicitações 
36983,5,CHEGOU CORRETO E DENTRO DO PRAZO...RECOMENDO.
39436,5,O envio foi rápido e o produto bem embalado e funcionando. 
14079,1,"Recebi a compra pela metade, comprei 03 kits e só veio 01... péssima compra... já formalizei a reclamação a loja e ate o momento nada de retorno!"
22026,5,"O produto chegou antes do prazo e em perfeitas condições.
Obrigado"
25790,2,"Ainda não chegou , vou esperar até o dia 26, prazo que me foi dado. Duas estrelas, só por enquanto."
36333,3,Gostaria de opinar depois que eu receber meu produto
2712,5,"GOSTEI DE COMPRAR O PRODUTO É BOM VEIO NO PRAZO.
"
8296,5,o produto é bom e lindo. mto satisfeita
34809,1,produto bem inferior n gostei achei péssimo.................
20654,1,"Enviaram o produto errado já fiz reclamação no site pois ate agora não consegui um telefone para fazer contato, um absurdo falta de respeito, vou entrar na justiça"
35038,1,Falta entregar 1 item. 
11064,5,Recebido antes do prazo previsto.
5724,5,"Raros com tomadas individuais, Diminuem o consumo de energia, riscos de curto em produtos pouco usados, o põe e tira de tomadas e mantém os essenciais ligados como rede e telefone. Vale muito a pena!"
19841,5,tudo conforme o combinado. Obrigada
7733,4,"produto veio certo e antes do prazo previsto, muito bom eu recomendo
"
1763,5,"eu super recomendo gostei muito este produto e igual a o que visualizei na internet, amei, recomendo, e a propaganda e verdadeira alem da qualidade.."
34338,4,"A peça entregue é exatamente igual a das fotos, a impressão imediata foi muito boa,mas ainda estou avaliando o produto!!!!"
19840,5,"Loja Zoop sempre surpreendendo com as entregas, super rápida parabéns pelo comprometimento com nós clientes."
32700,5,Entrega veio certinho o prazo correto sem nenhuma danificacao do produto amei
8350,5,"Adorei meu produto, e chegou tudo perfeitamente "
20720,3,Vou começar a usar espero por resultados favoráveis!!! 
24668,5,"Como sempre a Zoop, entregou os produtos antes do prazo, com a eficiência que sempre foi sua marca registrada, Produto bonito. Recomendo!!!
Luciane - Apiaí-SP."
7001,5,Recebi muito antes do prazo! O relógio é lindo!
23987,5,"Gostei da compra, é um produto de qualidade, veio em perfeita condição, ótimo!!!"
29523,5,"Ótimo produto, deixou minha cama mais linda, deu um acabamento perfeito por baixo do edredon. Adorei, recomendo para aqueles que gostam de um quarto com uma cama bem arrumada.Adoro comprar no baratheon"
14753,5,Realmente o kit é muito bonito e o acabamento dos pincéis parece ser muito bom. Super satisfeita
17137,4,"M/ referência se dará só qto a compra e entrega do produto, q se deu no prazo até antecipado ao prometido. Mas só indicarei a loja depois, de usar o remédio e obter o resultado.M/ cumprimentos às
LAm"
8129,5,"Gostei muito do produto, perfeito, bonito, preço otimo"
33386,5,"Recomendo a compra do cubro mágico pela targaryen/Zoop. Chegou antes do previsto. O produto é ótimo, lindo, de perfeito manuseio. "
4709,5,"Produto de excelente qualidade, original..RECOMENDO"
25362,5,Zoop sempre surpreendendo!! Entregou uma semana antes do prazo!! Obrigada. 
23838,5,recebi antes do prazo....produto maravilhoso.
34294,2,Gostaria de saber se o relógio é a prova d'água...
28384,5,"SUPER RÁPIDA,SUPER RECOMENDO"
14653,5,"Em relação à entrega ocorreu tudo certo, porém ainda preciso de alguns dias para dizer se realmente o efeito será positivo."
35703,5,Produto cf anunciado. Chegou antes do prazo. 
30688,5,"Parabéns para loja, o produto chegou bem embalado, antecipadamente, recomendo"
29676,5,Eu adorei o produto e eles entrega antes da data prevista 
13988,4,Muito satisfeito com a compra e o atendimento
31717,4,"Recebi o produto e esta funcionado já é um bom resultado levando em consideração que comprei o mesmo produto por outra loja e não funcionou.
porem ouve um grande atraso na entrega por parte dos corre"
10412,5,Ótimo produto e de boa qualidade.
13267,1,"Não recebi o pedido completo. Minha compra eram 3 pendentes e veio somente um na caixa, porém a nota fiscal veio dos três produtos.
Até agora ninguém respondeu meu email da reclamação.
Aguardo."
35959,2,Eu so recebi um relógio o do mickei...Pensei q chegariam juntos mais até o momento nada.Por gentileza possível verificar.
6283,1,"O meu produto não chegou, estou no aguarde, o que chegou foi somente a nota fiscal. "
14021,2,"os correios estäo em greve... näo recebi nenhum aviso de atraso, mas de qqer forma a empresa responsável deveria dar alguma resposta sobre o atraso."
35308,2,"TAPETE MUITO FINO, E PELOS FINOS"
17654,3,Prazo mto longo!!
24004,5,"Nota mil, tudo perfeito."
28299,1,"O unico ponto positivo foi a entrega dentro do prazo, produto de péssima qualidade, parte interna solta da carcaça e pra piorar não funciona. Foi dinheiro jogado fora. Não recomendo a ninguém. "
32040,5,"Recebi. Não sei se é o produto certo pois ainda não abri a embalagem. 
Estamos em obra e o pacote só vai ser aberto no momento certo pra não danificar."
14685,1,"Bandeja não é estável. É presa apenas por um único eixo central, que gira com um mínimo de esforço. Elementos de fixação de plástico. Parafusos e porcas de difícil aperto. Falta manual. Mal embalado."
17671,4,"o produto veio correto, a barra magnética atendeu minhas expectativas ela gruda bem as facas isso porque minhas facas são grandes, não caem de forma alguma
"
25312,5,Amei chegou no prazo tudo certo obrigada
38664,2,"Fiz um pedido e veio outro modelo.
Deixa a desejar um pouco a interesse do consumidor precisei entrar em contado com o site não consigo "
30350,4,"O produto veio dentro do prazo e está funcionando normalmente, todavia, veio faltando um dos pés de borracha do produto."
1098,1,"Comprei uma pelúcia do Creeper Minecraft e a qualidade é de loja de 1,99. Quando se liga para o SAC não se consegue falar com ninguém. "
20261,5,Recomendo. Td OK.
32356,5,"Recomendo, minha filha de quatro patas possui pelos longos e esse bebedouro foi ótimo para ela!
Super recomendo!"
20830,5,"O produto foi comprado a quase um mês e ainda não foi entregue.As compras anteriores realizadas pelo site foram entregues em uma semana. Apesar da demora nessa entrega, recomendo o site."
2725,5,Muito bom! Foi entregue entes do prazo.
26443,2,Não sei quem se equivocou ou se a informação foi omissa na compra. O produto entregue foi da cor marrom e eu julgava ser preto.
25336,4,A caixa que veio o produto poderia ter sido mais resistente a caixa chegou praticamente acabada mas o produto não chegou a sofrer nenhum problema
16966,1,"Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido"
5429,1,"QUERO fazer a devolução. 
Qual procedimento, por favor?"
4620,5,"Linda, e de muita qualidade.. ficou perfeita no meu Quarto 👏🏻👏🏻??"
11358,5,Entregue 20 dias antes do prazo
37112,5,"Igual a descrição, bonito, leve. Chegou antes do prazo e bem embalado. Recomendo."
17529,5,Porém chegou sem as baterias.
9617,5,Com descrito na avaliação ainda não montei mas abri a embalagem que veio muito bem embalado para ver a cor é é exatamente o que pedi 
11912,4,"O produto não veio com qualquer manual, mesmo que em inglês explicando seu funcionamento. No mais o produto é satisfatório.
"
31418,5,"Eu recomendaria está loja,foi tudo perfeito do jeito que pedi, muito obrigada."
10336,4,Produto bom. Dentro das expectativas. Acertei na compra.
8403,5,"Compra realizada de forma fácil, rápida e entrega dentro do prazo!"
37221,1,"Só recebemos quatro cadeiras, FALTA UMA CADEIRA A SER ENTREGUE CONFORME O PEDIDO."
35715,1,Pedi uma coisa mas veio outra totalmente diferente... Quero fazer a devolução do produto... Mas não estou conseguindo
20037,5,"Gostei bastante do produto, e a entrega foi excelente obg"
3,4,"Mas um pouco ,travando...pelo valor ta Boa.
"
23976,5,"Continuo aguardando a segunda unidade,feita em outra postagem.Fiz inúmeras compras nesse site sem ter tido problemas.acredito que no referido pedido, também tenha sucesso."
21040,3,Entrega parcial. Faltando chegar a Base do Bebe conforto.
15177,5,Produto em perfeito estado entrega antes do prazo.. recomendo..
21434,2,"O relógio que eu comprei da marca Oakley é falso, estou no aguardo de uma solução para meu problema que me agrade."
5852,4,A princípio recebi um e fiquei chateada pois o pedido era de 2 suportes.Minha grata surpresa é que hoje recebi o outro.Nao entendi mto bem pq o correio fez isso mas o importante é que é mto bom.
7731,1,"O tipo de envio ""PAC"" dos correios demora muito , como geralmente a peça de carro e necessária com uma certa urgência deveria ter a opção de sedex. Prefiro pagar R$ 20 a mais no frete e receber logo"
37027,3,"No dia 04/05/2018 Comprei no site das Zoop com o frete um pouco maior, porém o prazo de entrega menor entre 17 e 23 dias.
Pois é presente que que eu entregaria no dia 01/06/2018; ainda não rece"
28043,4,O produto veio certo e dentro do prazo. Recomendo o site para compras.
14651,5,"Produto bom, nao tenho nda a reclamar, a entrega foi antes do prazo."
6001,5,"ADOREI A CARTEIRA...ESTOU ESPERANDO O OUTRO PRODUTO..( capa carteira para celular)

OBRIGADA"
4446,5,O produto é realmente de boa qualidade e confere com o desenho publicado.
17562,5,"Produto chegou antes do prazo previsto para entrega e em perfeito estado, com as características iguais as da imagem. Recomendo!"
32078,3,"Fiz uma compra só, o produto foi faturado junto saiu na mesma nota, quando chegou, veio só um com a nota com os 2, acabei reclamando e depois de 1 dia chegou o outro relógio, produto igual ao anúncio."
19217,5,"Parabéns ao .com, recebi o produto bem antes do prazo estipulado, recomendo."
5030,1,Só acho errado vocês cobrarem o frete e eu ter que ter ido retirar nos correios.
7100,1,ja reclamei varias vezes e ate hoje não sei onde foi parar o produto que comprei. quero cancelar esta compra e quero meu dinheiro de volta.
30298,3,"Bom dia 
A bolsa veio em ótimo estado, porém em uma bolsa somente um zíper veio diferente dos outros da bolsa!
A outra bolsa veio tudo ok !!!!"
1819,5,"Produto de ótima qualidade, adorei sem falar que fiz o pedido em um dia e já chegou no outro !!!! Super recomendo😊"
22957,5,Recomendo o produto e vendedor. Tudo ok na compra
32506,1,até agora não sei a onde foi parar meu produto
3462,5,"O produto chegou beem antes do prazo, bem embalado e sem problemas, recomendo o vendedor"
13872,1,"O produto chegou danificado... A película q comprei totalmente quebrada
"
38219,5,"Conforme combinado, produto de qualidade."
34201,1,"Me arrependi pela compra pelo fato de AINDA utilizarem os Correios p/ entrega. No site falava de 6 a 11 dias, daqui uns dias já vai dar 1 mês e o Correios não entregou..... Sacanagem, pagar frete!! "
13637,5,"Gostei do produto o prazo de entrega foi dentro do previsto,recomendo sim,o produto é exatamente o que esperava produto de boa qualidade. "
20365,4,"RECEBI A ENCOMENDA ANTES DO PRAZO ESTIPULADO, PORÉM O PRODUTO É DE QUALIDADE BEM RUIM, UMA DAS ALÇAS SOLTOU NO PRIMEITO USO."
15308,5,"Produto conforme o anunciado, tudo certo. Chegou antes do previsto."
15934,5,"Produto veio como descrito, estou impressionada com a garrafinha, realmente mantêm a temperatura do líquido por bastante tempo. "
36712,5,O Site da Zoop é mto confiável e o produto é exatamente como nas fotos jogo lindo.
39309,1,Aguardando a solução para meu protocolo nº 2017041515074. produto entregue no número errado !!!
19639,2,"Recebi aquela frigideira de revestimento preto, que tem valor inferior. Imediatamente solicitei a troca, porém o produto correto não estava disponível. Mandaram qualquer coisa no lugar sem me consult"
39052,5,Relógio lindo muito bem embalado perfeito
3486,4,"Gostei da luva, preço acessível e entrega rápida!"
37702,5,tuo certo
16209,1,"Só foi entregue pelo correio o kit com as 3 mamadeiras, a saia do berço realeza não foi entregue até o momento. Já tive problema com este parceiro targaryen, nas compras que fiz pelas lojas Zoop. "
